name,address,amenities1,amenities2,amenities3,amenities4,amenities5,amenities6,amenities7,amenities8,amenities9,amenities10,rooms1,rooms2,rooms3,rooms4,rooms5,rooms6,price,rating,numReviews,lat,lon
Travelodge Dublin Phoenix Park,"N 3 Navan Road, Castleknock D15EW29 Ireland",5,3,10,21,14,73,58, Currency exchange,,,201,,,,,, Available Upon Request,3.5,905 reviews,53.380127,-6.355857
Barkers,Spanish Point Ireland,5,3,10,23,67,35,85,79,,,201,200,,,,,90,4.5,34 reviews,52.8497247,-9.438044
Bru Chlann Lir,"Clogher Tirrane, Belmullet Ireland",5,3,10,23,32, Windsurfing, Foot bath,13,,,Mountain view,203,201,200,,, Available Upon Request,5,46 reviews,53.797,-6.231307
Four Seasons B&B,"Annagh Ballykeeran, Athlone Ireland",5,3,47,,,,,,,,Unknown,,,,,, Available Upon Request,4.5,14 reviews,53.25492,-8.590036
Ballyvergalhouse B&B,"Dublin Road Ballyvergal Guest House, Carlow Ireland",5,3,47,,,,,,,,200,,,,,, Available Upon Request,4.5,7 reviews,52.725161,-6.843704
Erris Head House B&B,Belmullet Ireland,5,3,28,13,54,47,,,,,201,200,,,,, Available Upon Request,5,23 reviews,54.22411,-9.9872173
Sea View B&B,"Seaview Mill Road, Dungloe Ireland",5,3,23,12,51,13,89,92,,,200,,,,,, Available Upon Request,4.5,11 reviews,54.951921,-8.360545
Rush Lake House,Roundstone Ireland,5,3,23,14,51,40,58,13,,,201,,,,,, Available Upon Request,4.5,58 reviews,53.3957105,-9.9202716
Glendale House,"Dublin Road Monaghan Glendale House, Monaghan Ireland",5,3,23,14,51,2,40,13,,,Unknown,,,,,, Available Upon Request,4.5,15 reviews,54.2455853,-6.9623279
Cahergal Farmhouse,"Urlanmore, Newmarket-on-Fergus Ireland",5,3,23,14,43,2,79,58,,,201,200,,,,, Available Upon Request,5,231 reviews,52.744692,-8.926737
Walkers Nest,"Walkers Nest Walkers Nest Carlingford Moneymore, Dundalk Ireland",5,3,23,14,8,2,30,79,,,202,201,,,,, Available Upon Request,5,26 reviews,54.043258,-6.186811
Glebe House,"Ballinamore Rd, Mohill Ireland",5,3,23,14,30,62,81,13,,,Unknown,,,,,, Available Upon Request,4.5,62 reviews,53.921263,-7.865675
The Grand Inn,"The Grand Inn The Grand Inn The Grand Inn 9 Mile House, Carrick-on-Suir Ireland",5,3,23,14,31,35,30,40,,,Unknown,,,,,, Available Upon Request,4,9 reviews,52.344978,-7.410684
Minnocks Bed & Breakfast,"Roscrea Road, Birr Ireland",5,3,23,67,35,30,40,58,,,201,200,205,,,, Available Upon Request,5,34 reviews,52.9559649,-7.8351482
Maryville Bed & Breakfast,"Ballycommon, Nenagh Ireland",5,3,23,51,43,58,13,57,,,201,200,,,,, Available Upon Request,5,105 reviews,52.8922585,-8.2449906
Arch House Bed & Breakfast,"The Walk, Roscommon Ireland",5,3,23,2,58,13,,,,,200,,,,,, Available Upon Request,4,14 reviews,53.6394815,-8.1726065
The Well Bed & Breakfast,"Gullane, Clonakilty Ireland",5,3,23,8,35,2,40,13,,,Unknown,,,,,, Available Upon Request,4.5,12 reviews,51.63802705,-8.873614127
McCarthys Bed & Breakfast,"1/2 College Street, Clonmel Ireland",5,3,23,8,35,2,58,13,,,201,200,,,,, Available Upon Request,4.5,27 reviews,52.3542797,-7.6975277
Chez Nous,"Church Street, Belmullet Ireland",5,3,23,8,67,85,30,79,,,201,200,,,,, Available Upon Request,4,23 reviews,53.7988551,-9.5255673
Sunnyside B & B,"Sunnyside 42 Mardyke Street, Skibbereen Ireland",5,3,23,8,51, Adults only,58,92,,,201,,,,,, Available Upon Request,4.5,41 reviews,51.548195,-9.269364
Shandrum Lodge,"Shandrum Beg, Bantry Ireland",5,3,23,8,32,94, Adults only,58,,,Unknown,,,,,, Available Upon Request,5,13 reviews,51.7227379,-9.404898572
Shannonside Bed & Breakfast,Athlone N37 K7P3 Ireland,5,3,23,32,45,13,89,100,,,201,,,,,, Available Upon Request,5,37 reviews,53.43091,-7.949829
Liosderrig House,"The Village, Glenbeigh Ireland",5,3,23,32,33,58,13,57,,,201,200,,,,, Available Upon Request,4.5,82 reviews,52.0560543,-9.9394238
Admiralty House,"Carrownaffe, Moville Ireland",5,3,3,35,2,13,76,,,,201,200,,,,,76,5,31 reviews,55.191281,-7.041766
Tir Na Nog Bed & Breakfast,"Dualla, Cashel Ireland",5,3,3,58,13,47,100,,,,201,200,,,,,100,4.5,306 reviews,52.5418972,-7.816454392
The Mill Bar,"The Mill The Mill Tuam Road, Athlone Ireland",5,3,3,1,35,58,13,38,,,201,,,,,,90,4,49 reviews,53.428516,-7.940076
Greengates Bed and Breakfast,"Blackrock, Dundalk Ireland",5,3,3,1,35,2,13,57,,,201,200,,,,, Available Upon Request,4.5,41 reviews,53.9632126,-6.3663076
Sliabh Beagh Hotel,"Corlat Knockatallon, Monaghan H18 H985 Ireland",5,3,3,1,2,63,61,13,,,201,204,,,,, Available Upon Request,4.5,13 reviews,54.240674,-6.947253
Lakeshore Lodge at Caragh Lake,"Caragh Lake, Killorglin Ireland",5,3,3,1,2,13,,,,,Unknown,,,,,, Available Upon Request,5,36 reviews,53.220812,-6.679442
Kerrigans B&B,"52 Harbour Street, Mullingar Ireland",5,3,3,1,72,58,13,57,,,201,204,,,,, Available Upon Request,4,33 reviews,53.5277283,-7.3412063
Coosan Cottage Eco Guesthouse,"Coosan Point Rd. Coosan, Athlone 09064 Ireland",5,3,3,1,44,79,13,57,,,Unknown,,,,,, Available Upon Request,4.5,88 reviews,53.428516,-7.940076
Highlands Hotel,"Main Street, Glenties Ireland",5,3,3,1,45,2,13,57,,,201,200,,,,,110,4,206 reviews,54.7619589,-8.412956
Bunratty Manor Hotel,"Bunratty Village, Bunratty Ireland",5,3,3,1,62,13,59,99,,,201,200,,,,, Available Upon Request,4.5,524 reviews,52.694478,-8.815035
Hillcrest Guesthouse,"Hillcrest 1 Ard Na Greine, Clonmel Ireland",5,3,3,1,13,,,,,,201,,,,,, Available Upon Request,4.5,49 reviews,52.357401,-7.69083
The Fincourt,"Oliver Plunkett Street, Oldcastle Ireland",5,3,3,1,13,,,,,,201,,,,,, Available Upon Request,4.5,65 reviews,53.769894,-7.159675
Lake House Country Hotel,"The Glebe Clooney, Narin-Portnoo F94 K759 Ireland",5,3,3,1,30,65,62,13,,,201,200,,,,, Available Upon Request,4.5,131 reviews,54.648963,-8.114706
Galvins on the Green,"East Green, Dunmanway Ireland",5,3,3,1,21,35,2,13,,,201,200,,,,, Available Upon Request,5,34 reviews,51.7196897,-9.113035
Atlantic Hotel,"Main Street, Lahinch Ireland",5,3,3,1,21,35,57,,,,Unknown,,,,,,130,4,201 reviews,52.9320013,-9.3457355
The Marine Ballybunion,"Sandhill Road, Ballybunion Ireland",5,3,3,1,21,12,,,,,201,,,,,, Available Upon Request,4.5,32 reviews,52.510244,-9.6766898
Imperial Hotel,"The Imperial Hotel Main Street, Lisdoonvarna V95 HF5X Ireland",5,3,3,1,21,4,58,13,,,201,,,,,,100,3.5,214 reviews,53.274579,-9.050798
Creevy Pier Hotel,"Kildoney Glebe Creevy, Ballyshannon Ireland",5,3,3,1,21,4,12,13,,,203,201,,,,, Available Upon Request,4.5,304 reviews,54.501152,-8.187528
Silver Eel B&B,"Grange, Strokestown Ireland",5,3,3,1,21,51,8,13,,,201,,,,,,75,4.5,41 reviews,53.7766267,-8.1022177
Ring of Kerry Hotel,"Ring of Kerry Hotel Valentia Road, Cahersiveen Ireland",5,3,3,1,21,2,62,13,,,201,,,,,,290,4,143 reviews,51.940404,-10.236877
New Park Hotel,"Cross Street Galway, Athenry H65 NW50 Ireland",5,3,3,1,21, Complimentary instant cofffee, Complimentary tea,13,,,201,204,,,,,80,4,78 reviews,52.392123,-6.942899
The Mayfly Hotel,Foxford Ireland,5,3,3,1,21,13,57,,,,201,,,,,, Available Upon Request,4.5,111 reviews,53.983333,-9.116667
The Mayfly Hotel,Foxford Ireland,5,3,3,1,21,13,57,,,,201,,,,,, Available Upon Request,4.5,111 reviews,53.983333,-9.116667
The Millhouse,"The Millhouse, The Old Mill, Slane, Co. Meath, Slane C15 FFK7 Ireland",5,3,3,1,21,13,,,,,201,200,,,,, Available Upon Request,4.5,109 reviews,53.70881,-6.545114
Riverside Guesthouse & Restaurant,"Church St, Charlestown Ireland",5,3,3,1,21,34,2,13,,,Unknown,,,,,,99,4,96 reviews,53.3444581,-7.6154944
West View Hotel,"Chapel Street, Louisburgh Ireland",5,3,3,1,21,,,,,,200,,,,,,100,4.5,71 reviews,52.86526,-8.758152
Blarney Vale Bed and Breakfast,"Blarney, Cork Ireland",5,3,3,14,8,73, Currency exchange,13,,,201,200,,,,, Available Upon Request,5,401 reviews,51.9327019,-8.5679416
Ballycommon House,"Ballycommon, Tullamore Ireland",5,3,3,14,32,40,79,13,,,200,,,,,,130,5,29 reviews,53.3058212,-7.394885026
Burren View B&B,"Newtown, Ballyvaughan Ireland",5,3,3,14,32,86,45,13,,,201,200,,,,, Available Upon Request,4.5,71 reviews,53.1152862,-9.1487092
Mountain View House B&B,"Ballyclery, Kinvara Ireland",5,3,3,14,13,47,100,92,,,200,,,,,, Available Upon Request,4.5,20 reviews,53.154993,-8.914275
Ardeen House,Ramelton Ireland,5,3,3,14,13,,,,,,Unknown,,,,,, Available Upon Request,5,49 reviews,55.0373603,-7.6436895
Aras Ghleann Cholm Cille,"L1025 Malin More, Glencolmcille F94 HH31 Ireland",5,3,3,14,30,58,47,57,,,201,200,,,,, Available Upon Request,4.5,41 reviews,54.681475,-8.727468
Hillcrest House Bed and Breakfast,"Hillcrest House, Dungloe F94 EA46 Ireland",5,3,3,4,14,2,73,13,,,201,204,200,,,, Available Upon Request,5,7 reviews,54.144615,-9.740994
Fernhill Lodge Carrigaline,"Fernhill, Carrigaline P43 YO18 Ireland",5,3,3,4,83,13,,,,,201,,,,,,79,4,17 reviews,51.819955,-8.388151
Grey Gables B&B,"Innishannon T12 E778, Ireland",5,3,3,4,13,,,,,,Unknown,,,,,,90,4.5,44 reviews,51.7654182,-8.6578489
Abbeyview Bed & Breakfast,"Abbeyview DublinS Road, Nenagh E45 DE70 Ireland",5,3,3,4,13,,,,,,201,200,,,,, Available Upon Request,5,226 reviews,52.864609,-8.202957
Bayly Farm,Nenagh Ireland,5,3,3,2,58,13,,,,,Unknown,,,,,, Available Upon Request,5,40 reviews,52.861944,-8.196667
Ballinkeele House,"Ballymurn, Enniscorthy Ireland",5,3,3,2,13,82,,,,,201,200,,,,, Available Upon Request,5,117 reviews,52.507551,-6.572813
The Rosslare Port Lodge,"Rosslare Harbour Co. Wexford, Rosslare Ireland",5,3,3,2,13,47,100,,,,201,200,,,,, Available Upon Request,3.5,163 reviews,52.2527565,-6.3351365
Oughterard Holiday Hostel & Angling Center,"Station Road, Oughterard Ireland",5,3,3,2,13,,,,,,201,204,200,,,, Available Upon Request,4.5,21 reviews,53.4233559,-9.328138
Rocksberry Bed & Breakfast,"Westport Road, Castlebar Ireland",5,3,3,2,13,,,,,,201,200,,,,,80,4.5,44 reviews,53.8486692,-9.3091893
St Columbs House,"29 St Marys Road, Buncrana Ireland",5,3,3,2,13,,,,,,201,,,,,,100,5,34 reviews,55.13441,-7.455866
White Hill Country House B&B/Self-Catering,"Fairways, Annahale, Castleblayney Ireland",5,3,3,2,30,13,,,,,Unknown,,,,,,80,5,47 reviews,52.067554,-9.548656
The Sallows,"Lower Main Street, Clogheen Ireland",5,3,3,2,,,,,,,Unknown,,,,,, Available Upon Request,5,19 reviews,52.2775557,-7.9952663
Waterville House,Waterville Ireland,5,3,3,11,1,2,13,,,,Unknown,,,,,, Available Upon Request,5,35 reviews,51.8271274,-10.1718452
Bealkelly Country House,"Beakelly House, Killaloe Ireland",5,3,3,4,40,28,58,13,,,201,204,,,,, Available Upon Request,5,24 reviews,52.806702,-8.440082
Lynden Bed & Breakfast,"2 Mulgrave Terrace Dun Laoghaire, Dun Laoghaire Ireland",5,3,3,4,35,13,,,,,Unknown,,,,,, Available Upon Request,4.5,88 reviews,53.2876257,-6.1371646
Coolangatta Bed & Breakfast,"Ballinderry, Nenagh Ireland",5,3,3,4,35,30,13,57,,,201,200,,,,, Available Upon Request,4.5,10 reviews,53.02121135,-8.232676066
Bun a Bhaile B&B,"Bun Abhaile Bun Abhaile Bun Abhaile Bun a Bhaile Coolea, Macroom Ireland",5,3,3,4,35,30,13,,,,Unknown,,,,,, Available Upon Request,5,28 reviews,51.908546,-8.963068
Headley Court B&B,"Cloghlea, Bunratty 00353 Ireland",5,3,3,4,58,52,13,,,,201,200,,,,, Available Upon Request,5,228 reviews,53.189749,-6.431413
Carrigshane House Bed & Breakfast,Midleton Ireland,5,3,3,4,58,13,47,,,,Unknown,,,,,, Available Upon Request,4.5,62 reviews,51.9142741,-8.1700962
Little Haven Bed and Breakfast,"Little Haven Hoeys Lane, Dundalk Ireland",5,3,3,4,58,13,,,,,201,,,,,, Available Upon Request,5,158 reviews,53.987829,-6.38825
Riversdale Bed & Breakfast,"Riversdale Balheary Road, Swords Ireland",5,3,3,4,58,13,,,,,Unknown,,,,,, Available Upon Request,4,108 reviews,53.4723971,-6.2223637
Ballyglass Country House,"Glen of Aherlow Road, Tipperary Ireland",5,3,3,4,1,35,30,13,,,Unknown,,,,,, Available Upon Request,4.5,91 reviews,52.4297519,-8.1684711
Auntie Bs Bed And Breakfast,"Portnoo Road, Ardara Ireland",5,3,3,4,1,12,30,13,,,Unknown,,,,,,90,5,11 reviews,54.7697155,-8.4091261
Moorfield Lodge Boutique B&B,"Aughnagaddy Glebe, Ramelton Ireland",5,3,3,4,1,12,28,13,,,201,204,,,,, Available Upon Request,5,113 reviews,55.03615,-7.649239
Cairbre House,"Carriglea House Old Hospital Road Abbeyside, Strandside North, Dungarvan Ireland",5,3,3,4,1,4,2,13,,,201,200,,,,, Available Upon Request,5,177 reviews,52.090485,-7.627665
Kingfisher Lodge B&B,"Foxford Road, Ballina Ireland",5,3,3,4,1,2,13,47,,,Unknown,,,,,, Available Upon Request,5,36 reviews,54.1008958,-9.164181
Corrib View Country House,"8 Road, Oughterard Ireland",5,3,3,4,1,2,13,,,,Unknown,,,,,, Available Upon Request,5,94 reviews,53.427585,-9.324626
The Western Way Bed and Breakfast,"The Western Way Camp Street, Oughterard Ireland",5,3,3,4,1,2,13,,,,Unknown,,,,,, Available Upon Request,5,51 reviews,53.427585,-9.324626
The Stables Townhouse & Restaurant,"The Stables 6 Oxmantown Mall, Birr Ireland",5,3,3,4,1,69,13,,,,201,,,,,, Available Upon Request,4.5,67 reviews,53.098082,-7.91179
Brannens of Newport,"8 Main Street, Newport F28 F579 Ireland",5,3,3,4,1,32,35,13,,,Unknown,,,,,,89,5,56 reviews,52.81503,-8.963942
Pier House Guest House,"Kilronan, Province of Connacht Ireland",5,3,3,4,1,32,58,13,,,203,201,,,,, Available Upon Request,4.5,238 reviews,53.1202153,-9.6694516
Becketts Hotel,"Cooldrinagh House, Leixlip Ireland",5,3,3,4,1,13,87,57,,,201,204,,,,, Available Upon Request,4.5,170 reviews,53.361645,-6.4829
Avalon Guest House,"Avalon Glen Road, Glenties Ireland",5,3,3,4,1,13,57,,,,201,200,,,,,87,5,103 reviews,54.796876,-8.282881
The Olde Forge,Caherdaniel Ireland,5,3,3,4,1,13,,,,,Unknown,,,,,, Available Upon Request,4.5,72 reviews,51.7694578,-10.0992556
Tailors Lodge,"Killegane, Castleisland Ireland",5,3,3,4,1,13,,,,,201,200,,,,, Available Upon Request,5,127 reviews,52.22433525,-9.453189524
Forest Hill B&B,"Glann Rd, Derrymoyle, Oughterard H91AC93 Ireland",5,3,3,4,1,13,,,,,Unknown,,,,,, Available Upon Request,4.5,99 reviews,53.427585,-9.324626
Crossriver Bed & Breakfast,"Glann Road, Oughterard H91 P6Y3 Ireland",5,3,3,4,1,13,,,,,Unknown,,,,,,76,4,67 reviews,53.427585,-9.324626
Elm Brook B&B,"East Port Road, Ballyshannon Ireland",5,3,3,4,1,13,,,,,Unknown,,,,,, Available Upon Request,5,59 reviews,54.501152,-8.187528
Ross House B&B,"Ross House No. 2 Quarry View Convent/Creggs Rd, Roscommon Ireland",5,3,3,4,1,13,,,,,Unknown,,,,,,80,5,86 reviews,53.631222,-8.187217
Glenbarry B&B,"Glenbarry Ardross, New Ross Ireland",5,3,3,4,1,13,,,,,Unknown,,,,,, Available Upon Request,5,87 reviews,52.391797,-6.945708
Ashley Lodge B&B,"Tagoat, Rosslare Ireland",5,3,3,4,1,13,,,,,201,,,,,,70,5,66 reviews,52.2435457,-6.390351
Teach Gleann Dobhar,"An Gaineamh Glencolumbkille, Glencolmcille Ireland",5,3,3,4,1,30,13,47,,,201,200,,,,, Available Upon Request,5,89 reviews,54.7,-8.71667
Viewmount House,"Knockahaw, Dublin Road, Longford Ireland",5,3,3,4,1,21,2,13,,,201,204,200,,,,160,5,282 reviews,53.7202613,-7.771557
The Mill Dunfanaghy,"N56 Road, Dunfanaghy Ireland",5,3,3,4,1,21,13,,,,201,,,,,, Available Upon Request,5,146 reviews,55.168065,-8.00675
Nagles Bar & Accommodation,"Kilsheelan, Clonmel Ireland",5,3,3,4,1,21,30,13,,,201,205,,,,,95,4.5,17 reviews,52.3907806,-7.618611275
Townsend House Guest House,"Townsend House Townsend Street, Birr Ireland",5,3,3,4,1,21,30,,,,Suites,,,,,,120,4.5,132 reviews,53.093479,-7.905547
Ross Lake House Hotel,"Rosscahill, Oughterard Ireland",5,3,3,4,1,21,31,13,,,201,200,,,,, Available Upon Request,4.5,209 reviews,53.427585,-9.324626
McMunns of Ballybunion,"Main Street, Ballybunion Ireland",5,3,3,4,12,40,13,57,,,Unknown,,,,,,130,4.5,64 reviews,52.5098128,-9.6714594
Ard Mhuiris,"Kilronan, Province of Connacht Ireland",5,3,3,4,12,14,13,87,,,201,200,,,,, Available Upon Request,4.5,112 reviews,53.1202153,-9.6694516
Teahans Pebble 12 Guest House,"Cromane Lower, Killorglin V93YX80 Ireland",5,3,3,4,12,,,,,,Unknown,,,,,, Available Upon Request,5,9 reviews,52.101546,-9.898441
Stonelodge Bed & Breakfast,"Riverchapel Gorey, Courtown Ireland",5,3,3,4,12,,,,,,Unknown,,,,,,95,5,17 reviews,52.6393194,-6.2358976
Lisdanar House,"Lisdanar House Mill Road, Glenties Ireland",5,3,3,4,14,58,13,57,,,201,200,,,,, Available Upon Request,5,150 reviews,54.796876,-8.282881
Anchor House Bed & Breakfast,"Quay Road, Newport Ireland",5,3,3,4,14,69,58,13,,,201,200,,,,, Available Upon Request,4,106 reviews,53.886394,-9.551248
Bunratty Arms B&B,Bunratty Ireland,5,3,3,4,66,8,58,13,,,Unknown,,,,,, Available Upon Request,5,53 reviews,52.696671,-8.8155617
Woodview House,"Coolcronan, Foxford Ireland",5,3,3,4,4,73,58, Currency exchange,,,201,200,,,,, Available Upon Request,5,1 review,54.033073,-9.129869
Woodview House,"Coolcronan, Foxford Ireland",5,3,3,4,4,73,58, Currency exchange,,,201,200,,,,, Available Upon Request,5,1 review,54.033073,-9.129869
Ash Cottage,"Ash Cottage Swan Lane Old Balreask, Navan C15 XK64 Ireland",5,3,3,4,4,13,,,,,201,204,200,,,, Available Upon Request,4.5,87 reviews,52.071488,-9.58855
Bay View Boutique Bed & Breakfast,"Reenmeen East, Glengarriff P75 ED81 Ireland",5,3,3,4,4,13,,,,,201,,,,,, Available Upon Request,5,123 reviews,51.7527649,-9.5339047
Maranatha Country House,"Marantha Country House Saint Anns Hill Tower, Blarney, Cork Ireland",5,3,3,4,4,58,13,92,,,201,204,200,,,,89,5,316 reviews,51.933193,-8.56995
The Old Presbytery,"The Old Presbytery 43 Cork Street, Kinsale Ireland",5,3,3,4,4,32,58,13,,,201,200,,,,, Available Upon Request,5,"1,065 reviews",51.7068652,-8.5249191
Coatesland House,"Coatesland House Killarney Road, Adare Ireland",5,3,3,4,4,13,47,,,,201,200,,,,, Available Upon Request,5,297 reviews,52.564214,-8.787174
Coatesland House,"Coatesland House Killarney Road, Adare Ireland",5,3,3,4,4,13,47,,,,201,200,,,,, Available Upon Request,5,297 reviews,52.564214,-8.787174
Walcot Bed and Breakfast,"Oxmantown Mall, Birr Ireland",5,3,3,4,4,23,58,13,,,Unknown,,,,,, Available Upon Request,5,112 reviews,53.0980119,-7.9103135
Evergreen Bed & Breakfast,"Balheary Avenue, Swords Ireland",5,3,3,4,4,23,2,13,,,201,200,,,,,120,5,257 reviews,53.4869778,-6.2576911
Avarest Bunratty B&B,"off the N18 dual-carriageway Hurlers Cross, Bunratty Ireland",5,3,3,4,2,58,52,13,,,201,200,,,,, Available Upon Request,5,253 reviews,52.667777,-8.557974
Moyglare Lodge Country House,"Rosslare Road, Killinick, Rosslare Ireland",5,3,3,4,2,58,13,,,,201,200,,,,, Available Upon Request,5,132 reviews,52.2578207,-6.4449938
Lissarda B&B,"Lissarda Old Spa Road, Clonmel Ireland",5,3,3,4,2,13,,,,,Unknown,,,,,, Available Upon Request,5,59 reviews,52.358893,-7.699462
Castleview Farm Bed & Breakfast,Kildare Ireland,5,3,3,4,2,13,,,,,201,200,,,,, Available Upon Request,4.5,167 reviews,53.15436455,-6.818417566
Ballinahoun Guest House,"Ballinahoun Country House BallinroadS Near The Seaside Village of Kilmuckridge, Gorey Y25 R5C2 Ireland",5,3,3,4,2,13,,,,,201,200,,,,, Available Upon Request,5,31 reviews,52.511071,-6.285646
Littlewood B&B,"80 From M6 Motorway via N52 or N Culleen, Durrow, Tullamore Ireland",5,3,3,4,2,30,13,,,,Unknown,,,,,, Available Upon Request,5,50 reviews,53.276875,-7.49378
Mountain View  B&B,"North Commons, Carlingford Ireland",5,3,3,4,2,28,13,,,,Unknown,,,,,, Available Upon Request,5,25 reviews,54.0293457,-6.200417139
Anam Cara Luxury Guesthouse,"Carraigabruce, Cherry Orchard, Enniscorthy Ireland",5,3,3,4,61,13,,,,,Unknown,,,,,,99,5,92 reviews,52.507551,-6.572813
Ashgrove House,"Low Road, Bunratty Ireland",5,3,3,4,72,13,,,,,201,200,,,,, Available Upon Request,4.5,174 reviews,52.698429,-8.8112956
Loughrask Lodge Bed and Breakfast,Ballyvaughan Ireland,5,3,3,4,52,13,,,,,201,200,,,,, Available Upon Request,4.5,90 reviews,53.1152862,-9.1487092
Caseys of Baltimore,Baltimore Ireland,5,3,3,4,45,58,13,57,,,203,201,200,,,,128,4.5,620 reviews,51.4833209,-9.3732052
Cannaway House B&B,"Lehenagh, Carrigadrohid, Macroom Ireland",5,3,3,4,36,8,2,13,,,201,200,,,,, Available Upon Request,5,68 reviews,51.908784,-8.964574
Macliam Lodge,"Macliam Lodge Western Road, Clonakilty Ireland",5,3,3,4,8,32,58,13,,,201,200,,,,, Available Upon Request,4.5,175 reviews,51.6212063,-8.901108575
Dun Aonghus B & B,"Dun Aonghus Dun Aonghus Dun Aonghus Dun Aonghus Dun Aonghus Beggars End, Naas Ireland",5,3,3,4,8,32,58,13,,,201,200,,,,, Available Upon Request,4.5,27 reviews,53.23321,-6.652599
Old Rectory,"The Old Rectory Cottage Herbert Road, Bray Ireland",5,3,3,4,8,13,47,,,,201,,,,,, Available Upon Request,4.5,79 reviews,53.19338165,-6.12928795
Coolakay House,"Waterfall Road Coolakay, Enniskerry Ireland",5,3,3,4,32,2,13, Picnic area,,,201,200,,,,, Available Upon Request,4.5,446 reviews,53.188734,-6.193503
Dollardstown House,"Dollardstown Kilkea, Athy Ireland",5,3,3,4,32,45,58,13,,,201,200,,,,, Available Upon Request,5,206 reviews,52.94963285,-6.912255909
Grove Lodge Country House,"Killarney Road, Killorglin Ireland",5,3,3,4,32,33,35,13,,,Mountain view,201,200,,,,90,4.5,171 reviews,52.106227,-9.789865
Mountain View Guesthouse,"Aughnanure, Oughterard Ireland",5,3,3,4,32,33,58,13,,,201,,,,,,80,4.5,182 reviews,53.4187385,-9.2755923
Rolfs Country House,"Baltimore Hill, Baltimore P81 NW27 Ireland",5,3,3,4,32,30,62,13,,,201,204,200,,,,140,4.5,213 reviews,51.542843,-9.267829
Highfield House,"Castle Sreet Trim   Co Meath, Trim Ireland",5,3,3,4,33,13,47,99,,,201,200,,,,,135,4.5,555 reviews,53.553719,-6.791154
Grove House B&B,"Grove House Grove Road, Carlingford Ireland",5,3,3,4,33, Windsurfing,58,13,,,201,200,,,,, Available Upon Request,4.5,139 reviews,54.0262305,-6.1740646
Barrow View Bed and Breakfast,"Co carlow, Borris R95 T9D7 Ireland",5,3,3,4,57,,,,,,Unknown,,,,,, Available Upon Request,4.5,15 reviews,52.839142,-6.930041
Hamills B&B,"Hamills B&B High Street, Ballinamore Ireland",5,3,3,4,13,99,,,,,201,200,,,,, Available Upon Request,5,154 reviews,54.05,-7.8
The Garden Gates B & B,"Rinnaseer Islandeady, Castlebar Ireland",5,3,3,4,13,57,,,,,201,200,,,,, Available Upon Request,5,108 reviews,53.8305283,-9.403524627
The Harbour Masters House,"Shannon Harbour, Birr Ireland",5,3,3,4,13,57,,,,,Unknown,,,,,, Available Upon Request,5,62 reviews,53.2216586,-7.9517092
The Failte B&B,"Main Street, Slane Ireland",5,3,3,4,13,57,,,,,201,,,,,, Available Upon Request,4,55 reviews,53.7090675,-6.5426177
Valleylodge Farm Hostel,"Valley Lodge Valley Lodge Valley Lodge Valley Lodge Facefield, Claremorris Ireland",5,3,3,4,13,54,47,57,,,201,200,,,,, Available Upon Request,5,46 reviews,52.660331,-7.25981
San Antoine B&B,"New Street, Cahersiveen Ireland",5,3,3,4,13,47,,,,,201,200,,,,, Available Upon Request,5,108 reviews,51.945229,-10.2295421
Balally House B&B,"Ros an Oir Ballycasey, Shannon Ireland",5,3,3,4,13,47,,,,,201,200,,,,, Available Upon Request,5,102 reviews,52.701357,-8.907781
Sea Breeze Bed and Breakfast,"Reenard Road, Cahersiveen Ireland",5,3,3,4,13,,,,,,Unknown,,,,,, Available Upon Request,5,200 reviews,51.933245,-10.2409958
St. Josephs B&B,"Main Street, Roundstone Ireland",5,3,3,4,13,,,,,,Unknown,,,,,, Available Upon Request,4.5,99 reviews,53.3957105,-9.9202716
Lynchs B&B,"OConnell Street, Kilkee Ireland",5,3,3,4,13,,,,,,201,200,,,,, Available Upon Request,4.5,154 reviews,52.6790223,-9.6429979
Hillcrest View Bed and Breakfast,"Hillcrest Hillcrest Hillcrest 67) Doonbeg Road (off N, Kilrush Ireland",5,3,3,4,13,,,,,,201,,,,,, Available Upon Request,5,161 reviews,52.640415,-9.485395
Woodlands Guest Accommodation,"Cregg Rd, Oughterard H91 TR62 Ireland",5,3,3,4,13,,,,,,201,200,,,,, Available Upon Request,5,174 reviews,53.427585,-9.324626
Ardmor Country House Spiddal,"Spiddal House Spiddal House Spiddal House Spiddal House Greenhill, Spiddal Ireland",5,3,3,4,13,,,,,,201,200,,,,, Available Upon Request,5,141 reviews,53.245513,-9.305622
Station House B & B,"Ennis Road, Ennistymon Ireland",5,3,3,4,13,,,,,,201,200,,,,,85,4.5,80 reviews,52.939188,-9.291955
Oceanville House Bed & Breakfast,"Coast Road, Ballyvaughan Ireland",5,3,3,4,13,,,,,,Unknown,,,,,, Available Upon Request,4.5,98 reviews,53.117909,-9.153595001
Melrose Bed & Breakfast,"The Miles Clonakilty, Co.Cork, Clonakilty Ireland",5,3,3,4,13,,,,,,Unknown,,,,,,95,4.5,75 reviews,51.61964645,-8.908826483
Briar Lodge,"Hill Road, Bunratty Ireland",5,3,3,4,13,,,,,,201,200,,,,, Available Upon Request,5,106 reviews,52.696671,-8.8155617
ParkHouse Bed & Breakfast,"Low Road, Bunratty Ireland",5,3,3,4,13,,,,,,201,200,,,,,85,5,338 reviews,52.698429,-8.8112956
