name,address,amenities1,amenities2,amenities3,amenities4,amenities5,amenities6,amenities7,amenities8,amenities9,amenities10,rooms1,rooms2,rooms3,rooms4,rooms5,rooms6,price,rating,numReviews,lat,lon
Ashgrove Bed & Breakfast,"Ballykippogue Wicklow Town, Kilbride, Blessington Ireland",5,3,4,8,2," ""Kids outdoor play equipment""",58,13,,,201,204,200,,,,85,3.5,59 reviews,53.0262,-6.287714
Nonaim Lodge Angling & Accommodation,"Shannawagh Glann Road, Oughterard Ireland",5,3,4,32,45,2,13,47,,,Unknown,,,,,, Available Upon Request,5,77 reviews,53.427585,-9.324626
Seawinds Bed and Breakfast,"Seawinds Main Street, Killybegs F94 V103 Ireland",5,3,4,32,45,13,89,100,,,203,201,200,,,,85,4.5,209 reviews,54.6371701,-8.441670645
Kerry Ocean Lodge,"Main Road, Glenbeigh Ireland",5,3,4,32,30,58,13,99,,,201,200,,,,,95,4,127 reviews,52.0560543,-9.9394238
Hyde Park,"Inch, Gorey Y25Y T38 Ireland",5,3,4,12,58,13,,,,,200,,,,,, Available Upon Request,5,2 reviews,52.737043,-6.217249
Cashen Course House,"Golf Links, Ballybunion Ireland",5,3,4,14,32,35,40,94,,,202,201,204,200,,,105,5,84 reviews,52.840011,-8.997316
Brookhaven House,"Newline Rd, Waterville Ireland",5,3,4,14,88,60,84,95,73,58,201,200,,,,,105,5,189 reviews,52.816217,-8.843146
The Tides B&B,"Listowel Road, Ballybunion Ireland",5,3,4,45,35,58,13,92,,,201,204,200,,,, Available Upon Request,5,521 reviews,52.5113175,-9.6738174
Clover Hill Lodge,"Low Road, Bunratty Ireland",5,3,2,58,13,,,,,,Unknown,,,,,,95,4.5,3 reviews,52.698429,-8.8112956
Rathescar Grove,"Dunleer Lismanus, Drogheda Ireland",5,3,2,58,13,,,,,,Unknown,,,,,,88,4,9 reviews,53.716777,-6.346505
Cedar Lodge,"Cedar Lodge Gort Prospect, Gort Ireland",5,3,2,13,89,47,,,,,Unknown,,,,,, Available Upon Request,4.5,6 reviews,53.06639,-8.81667
Casamia Guesthouse,"West End, Bundoran Ireland",5,3,2,13,90,,,,,,Unknown,,,,,, Available Upon Request,5,5 reviews,54.47644,-8.294383
Liam Ogs B&B,"Liam Ogs East End, Bundoran Ireland",5,3,2,13,,,,,,,Unknown,,,,,, Available Upon Request,4.5,7 reviews,54.47782,-8.28094
Rathmore Country House & Holiday Village,"Rathmore, Ashford, Wicklow Ireland",5,3,42,12,14,35,85,40,,,200,,,,,, Available Upon Request,3,50 reviews,53.0521809,-6.0923696
Evas,"11a Main Street, Cahersiveen Ireland",5,3,43,32,33,45,13,,,,200,,,,,, Available Upon Request,5,4 reviews,51.9459907,-10.2269111
Riverview,Mullingar Ireland,5,3,45,13,89,90,,,,,Unknown,,,,,, Available Upon Request,4.5,2 reviews,53.5263035,-7.3415454
Portmarnock Hotel and Golf Links,"Strand Road, Portmarnock Ireland",5,3,11,1,12,8,73,63,,,203,202,201,204,200,, Available Upon Request,4.5,"1,655 reviews",53.4258798,-6.13127
The g Hotel & Spa,"Wellpark, Old Dublin Road, Galway H91 V0HR Ireland",5,3,11,1,60,84,95,73,63,61,202,201,204,,,, Available Upon Request,4,"3,609 reviews",53.621108,-10.207228
"Radisson Blu St. Helens Hotel, Dublin","Stillorgan Road, Blackrock 4 Ireland",5,3,11,1,63,61,58,83,,,201,204,200,,,,124,4,"2,849 reviews",53.285943,-6.1947385
Tara Hotel,"Main Street Donegal, Killybegs Ireland",5,3,11,1,45,62,58, Currency exchange,,,203,201,204,200,,, Available Upon Request,4.5,879 reviews,54.6366518,-8.4424309
The d Hotel,"Scotch Hall Shopping Centre Marsh Road Scotch Hall Shopping Centre, Drogheda Ireland",5,3,11,1,71,63,61,58,,,202,201,204,200,,, Available Upon Request,4,"1,920 reviews",53.713998,-6.345807
Clontarf Castle Hotel,"Castle Avenue Clontarf, Dublin D03 W5NO Ireland",5,3,11,1,71,63,61,58,,,202,201,204,200,,,215,4.5,"5,562 reviews",53.369027,-6.203328
Harbour House Guest House,"Courtown Harbour, Gorey Ireland",5,3,11,14,66,94,58,81,,,Unknown,,,,,,95,4.5,51 reviews,52.64858,-6.228942733
Decoy Country Cottages,"Decoy House Garlow Cross, Navan Ireland",5,3,11,14,66,35," ""Kids outdoor play equipment""",94,,,201,200,,,,, Available Upon Request,5,412 reviews,53.656849,-6.678985
Lotties Villa,"Acre Beg, Loughrea Ireland",5,3,11,72,67, Adults only,13,57,,,Unknown,,,,,, Available Upon Request,4.5,2 reviews,53.1746796,-8.533094219
Anglers Rest Hotel,"The Square, Headford Ireland",5,3,4,40,62,81,13,99,,,201,,,,,, Available Upon Request,4,101 reviews,53.4693403,-9.1070527
Shirley Arms Hotel,"Main Street, Carrickmacross Ireland",5,3,4,35,63,65,13,99,,,201,200,,,,,138,4.5,300 reviews,53.9772947,-6.7195142
The Maltings,"Castle St., Birr Ireland",5,3,4,35,2,79,58,57,,,201,200,,,,, Available Upon Request,4.5,122 reviews,53.0950982,-7.9138473
deBarra Lodge,Rosscarbery Ireland,5,3,4,35,2,13,47,38,,,201,200,,,,, Available Upon Request,5,115 reviews,51.5775144,-9.0329284
Moate Lodge,"Moate Lodge Off the R418 at the Norman Moate, Athy Ireland",5,3,4,35,30,58,13,100,,,201,200,,,,,80,5,156 reviews,52.990095,-6.980663
Glendine Country House,Arthurstown Ireland,5,3,4,35,30,94,58,81,,,201,200,,,,,130,4.5,189 reviews,52.2419927,-6.9518356
Weston House,"The Mills Macroom, Ballyvourney Ireland",5,3,4,35,30,13,99,57,,,201,204,200,,,, Available Upon Request,5,62 reviews,51.945817,-9.170482672
Kennys Guesthouse,"Kennys Guest House Lucan Street, Castlebar F23 YY46 Ireland",5,3,4,58,13,100,92,38,,,201,200,,,,,90,4.5,148 reviews,53.857973,-9.296374
Rodeen Country House,"Rodeen, Castletownbere Ireland",5,3,4,1,8,2,,,,,Unknown,,,,,, Available Upon Request,4,24 reviews,51.6575284,-9.8866406
Barnavave Bed and Breakfast,"Ghan Road, Carlingford Ireland",5,3,4,1,8,13,,,,,Unknown,,,,,,99,4,61 reviews,54.0408862,-6.176644
Dun Ard,"Na Ceithre Gaotha Ring, Dungarvan X35 WA00 Ireland",5,3,4,1,32,45,13,92,,,201,,,,,, Available Upon Request,5,426 reviews,52.090485,-7.627665
Dun Ard,"Na Ceithre Gaotha Ring, Dungarvan X35 WA00 Ireland",5,3,4,1,32,45,13,92,,,201,,,,,, Available Upon Request,5,426 reviews,52.090485,-7.627665
ONeills Bed and Breakfast,"Cliff Road, Ballyheigue Ireland",5,3,4,12,35,58,13,59,,,203,201,204,200,,,85,4.5,120 reviews,52.389431,-9.826867
Rossbeigh 12 House B&B,"Rossbeigh, Glenbeigh Ireland",5,3,4,12,14,35," ""Kids outdoor play equipment""",40,,,Unknown,,,,,,100,4.5,83 reviews,52.05543915,-9.97512843
Rolling Wave Guesthouse,"7 Bayview Terrace, Bundoran F94 Y277 Ireland",5,3,4,12,14,35,40,80,,,Unknown,,,,,,99,3.5,60 reviews,54.308001,-8.551056
The Gaslight Inn Rossnowlagh,"Highfield, Rossnowlagh Ireland",5,3,4,12,14,35,69,62,,,Mountain view,203, Landmark view,201,200,, Available Upon Request,4.5,55 reviews,54.5543518,-8.2097755
Fitzgeralds Hotel,"Main Street, Bundoran Ireland",5,3,4,12,14,2,58,83,,,201,200,,,,, Available Upon Request,4.5,174 reviews,54.4810049,-8.2722434
The Strand Inn,"Dunmore East County, Dunmore East X91 E295 Ireland",5,3,4,12,14,94,79,58,,,203,202,201,200,,,140,4,431 reviews,53.61667,-8.73333
Aran Walkers Lodge,"Gort Na gCapall, Province of Connacht Ireland",5,3,4,12,14,2,71,13,,,201,200,,,,, Available Upon Request,4.5,21 reviews,53.2892678,-8.998240645
Ard Na Mara 12 Cottage,"Ard Na Mara 12 Cottage Ard Na Mara 12 Cottage Glassilaun, Lettergesh, Renvyle Ireland",5,3,4,12,67,60,84,95,58,13,201,200,,,,,99,5,80 reviews,53.614829,-9.874942
Lake of Shadows Hotel,"Grianan Park, Buncrana F93 VY36 Ireland",5,3,4,12,68,35,69,61,,,201,200,,,,, Available Upon Request,4,163 reviews,55.132797,-7.458861
TurfnSurf Lodge & Surf School,"Bayview Terrace 6 West End, Bundoran F94 TK53 Ireland",5,3,4,12,51,2,40,79,,,201,200,,,,,50,4.5,169 reviews,54.476406,-8.301322
Haddington House,"9-12 Haddington Terrace, Dun Laoghaire A96 F2R9 Ireland",5,3,4,12,2,73,61,65,,,203,201,,,,,122,4,523 reviews,53.2920178,-6.1303418
Mulranny House B&B,Mulranny Ireland,5,3,4,12,43,60,84,95,2,79,Mountain view,203,201,200,,,132,5,88 reviews,53.9074074,-9.7701109
12 Hotel,Downings Ireland,5,3,4,12,44,60,84,95,62,58,201,200,,,,,150,4.5,487 reviews,52.8442775,-6.753923717
Clifford House,"ROSSLARE HARBOUR Co. Wexford, Rosslare Ireland",5,3,4,12,45,35,58,13,,,203,201,204,200,,, Available Upon Request,5,237 reviews,52.2527565,-6.3351365
Waterfront Hotel Dungloe,"Mill Road, Dungloe F94 W974 Ireland",5,3,4,12,45,2,63,61,,,203,202,201,204,200,,99,4.5,534 reviews,54.951921,-8.360545
Dunmore House Hotel,"Muckross Cork, Clonakilty Ireland",5,3,4,12,8,35,30,63,,,203,202,201,204,200,,195,4.5,589 reviews,51.621724,-8.896393
Gortnadiha Lodge,"Ring, Dungarvan Ireland",5,3,4,12,8,2,58,13,,,201,200,,,,, Available Upon Request,5,83 reviews,52.048333,-7.585278
Butler Arms Hotel,"New Line Road, Waterville Ireland",5,3,4,12,32,35,2,30,,,203,202,201,204,200,,175,4.5,400 reviews,54.954645,-7.746316
Sandhouse Hotel,Rossnowlagh Ireland,5,3,4,12,32,65,62,94,,,203,201,204,200,,, Available Upon Request,4.5,736 reviews,54.5543518,-8.2097755
Holland House B&B,"Creevy, Ballyshannon Ireland",5,3,4,12,32,2,58,13,,,200,,,,,, Available Upon Request,5,11 reviews,54.5255817,-8.222916569
Carna Bay Hotel,"Connemara, Carna H91 HT61 Ireland",5,3,4,12,32,69,30,89,,,201,,,,,,140,5,22 reviews,53.500049,-9.75018
Cliff House Hotel,"Cliff Road, Ballybunion Ireland",5,3,4,12,62,58, Currency exchange,87,,,203,201,200,,,, Available Upon Request,4.5,284 reviews,52.152069,-7.162091
The Old Medical Hall Bed & Breakfast,"Beara The Old Medical Hall, West End off the Main Square, West End, Castletownbere Ireland",5,3,4,14,35,2,73, Currency exchange,,,Unknown,,,,,, Available Upon Request,5,55 reviews,53.271913,-7.827745
Fernhill House Hotel,"Fernhill, Clonakilty Ireland",5,3,4,14,35,61,65,58,,,202,201,204,,,, Available Upon Request,5,536 reviews,51.6241781,-8.9017313
Oldfarm,"Redwood, Lorrha, Nenagh E45 VF25 Ireland",5,3,4,14,14,60,84,95,89, First aid kit,Mountain view,201,,,,, Available Upon Request,Unknown,Unknown,53.0927421,-8.1218363
Archways,"Rosslare Road, Tagoat, Rosslare Ireland",5,3,4,14,14,30,79,58,,,201,200,,,,,95,5,179 reviews,52.269932,-6.390259
Inisean B&B,"Pole Rd Meenmore, Dungloe F94 P9D6 Ireland",5,3,4,14,67,60,84,95, Strollers,40,201,200,,,,,70,5,136 reviews,54.951921,-8.360545
Trident Hotel Kinsale,"Worlds End House Lower oConnell Street Worlds End House, Kinsale P17 NT38 Ireland",5,3,4,14,68,63,61,58,,,203,202,201,204,,,130,4.5,"1,377 reviews",53.34789,-6.259982
The Strand Hotel Ballyliffin,"Strand Hotel ShoreS Road, Ballyliffin F93 TY75 Ireland",5,3,4,14,51,85,61,65,,,202,201,200,,,, Available Upon Request,4,455 reviews,55.2814,-7.392184
Aran Lodge B&B,"Ballylickey, Bantry Ireland",5,3,4,14,51,35,60,84,95,40,201,200,,,,,72,5,109 reviews,51.676542,-9.440919
The Lodge Accommodation,"The Old Bond Store Dillon Terrace, Ballina F26 YH66 Ireland",5,3,4,14,51,35,73,13,,,201,204,,,,,72,4.5,66 reviews,53.345219,-6.262696
Ashley Park House,"Ardcroney 3, Nenagh Ireland",5,3,4,14,51,35,30,65,,,202,201,204,200,,, Available Upon Request,5,435 reviews,53.454457,-6.223587
Channel View B&B,"Church Strand, Baltimore Ireland",5,3,4,14,51,58,13,57,,,201,200,,,,, Available Upon Request,4.5,152 reviews,51.483651,-9.365244
Liss Ard Estate,"Castletownsend Road, Skibbereen P81 NP44 Ireland",5,3,4,14,51,60,84,95,2,30,202,201,204,200,,, Available Upon Request,4.5,315 reviews,51.5416909,-9.2613469
Leim Siar Bed and Breakfast,"An Fod Dubh | Blacksod Belmullet | Beal An Mhuirthead, Belmullet Ireland",5,3,4,14,51,30,79,58,,,201,200,,,,, Available Upon Request,5,142 reviews,54.219676,-9.986727
Ferryview Country Home,"Renard, Cahersiveen Ireland",5,3,4,14,51,28,58,13,,,201,200,,,,, Available Upon Request,4.5,85 reviews,51.9296661,-10.25195854
Sea Dew Guesthouse,"Sea Dew Clonminch Road, Tullamore Ireland",5,3,4,14,73,58,13,100,,,201,200,,,,, Available Upon Request,4.5,118 reviews,53.276875,-7.49378
Murphys Bed and Breakfast,"Murphys Cottage 9 Dundalk Street, Carlingford Ireland",5,3,4,14,73,83, Currency exchange,13,,,201,205,,,,, Available Upon Request,4.5,20 reviews,54.037968,-6.185319
Iveragh Heights,"Iveragh Heights Carhan Road, Cahersiveen Ireland",5,3,4,14,2,40,13,47,,,201,200,,,,,70,4.5,132 reviews,51.94648,-10.229218
Castle Lodge Bed & Breakfast,"Back Road, Malahide Ireland",5,3,4,14,2,73, Currency exchange,13,,,201,200,,,,, Available Upon Request,4.5,389 reviews,53.4423865,-6.15765
Ballingowan House,"Limerick Road, Newcastle West Ireland",5,3,4,14,2,13,47,92,,,201,200,,,,,80,5,90 reviews,52.450787,-9.053159
ODonovans Hotel,"Pearse Street, Clonakilty Ireland",5,3,4,14,44,2,30,63,,,201,200,,,,, Available Upon Request,4,241 reviews,51.6230683,-8.8896615
Westbrook Country House,"Pheasant Hill, Westport Road, Castlebar L17 110 Ireland",5,3,4,14,36,40,62,58,,,202,201,200,,,,110,5,68 reviews,53.709698,-6.349578
The Midway Bar & Guesthouse,"Main Street, Dungloe Ireland",5,3,4,14,36,35,2,40,,,201,,,,,, Available Upon Request,4.5,93 reviews,54.9481398,-8.359808
Lemongrove House,"Blackstoops, Enniscorthy Ireland",5,3,4,14,36,28,79,13,,,202,201,200,,,, Available Upon Request,4.5,63 reviews,52.51393355,-6.557080946
Torine House,"Sunhill, Killorglin Ireland",5,3,4,14,8,40,58,81,,,201,,,,,,80,4,132 reviews,52.111688,-9.815121
Danny Minnies,"The Rosses, Annagry Ireland",5,3,4,14,8,2,58,13,,,201,,,,,, Available Upon Request,4.5,128 reviews,54.804553,-7.770041
Heatherview Bed & Breakfast,"Malahide Road Kinsealy, Malahide Ireland",5,3,4,14,8,2,73,83,,,201,200,,,,, Available Upon Request,4.5,73 reviews,53.4205528,-6.1766258
203 B&B,"Renard Road, Cahersiveen V23 TW73 Ireland",5,3,4,14,69,81,13,92,,,201,200,,,,, Available Upon Request,5,98 reviews,51.929699,-10.252369
Island View House B&B,"Bayview House High Street, Roundstone Ireland",5,3,4,14,32,35,85,58,,,203,201,200,,,,85,5,310 reviews,53.39623,-9.91756
Deebert House Hotel,"Deebert, Kilmallock 000 Ireland",5,3,4,14,32,35,2,63,,,202,201,200,,,,70,4.5,217 reviews,52.40142495,-8.566538048
Castle Murray House,"St Johns Point, Dunkineely Ireland",5,3,4,14,32,35,30,79,,,201,200,,,,,130,4.5,329 reviews,54.5693388,-8.459921
The Blue Door House,"Reenard Road, Cahersiveen V23 V274 Ireland",5,3,4,14,32,60,84,95,2,13,Unknown,,,,,, Available Upon Request,5,15 reviews,51.94648,-10.229218
Sunville House,"Sunville House Sunville, Ballycotton Ireland",5,3,4,14,32,73, Adults only,58,,,201,200,,,,, Available Upon Request,5,151 reviews,52.662278,-8.653021
Gort Na Mona B & B,"Donegal Road Cronkeerin, Ardara Ireland",5,3,4,14,32,2,13,90,,,201,200,,,,, Available Upon Request,5,167 reviews,54.764831,-8.407678
OSheas B & B,"Church Street Ring of Kerry, Cahersiveen Ireland",5,3,4,14,32,2,30, Makeup services,,,201,,,,,, Available Upon Request,3.5,44 reviews,51.9469492,-10.2244876
Gleesons Townhouse Hotel & Restaurant,"Market Square, Roscommon F42 WA22 Ireland",5,3,4,14,32,61,65,58,,,202,201,204,200,,,95,4.5,508 reviews,54.003677,-6.404178
Ethan House B&B,"Ethan House 1 Coach Road, Rosscarbery Ireland",5,3,4,14,67,35,58,13,,,201,200,,,,,90,4.5,40 reviews,51.574349,-9.028658
Bective Mill House B&B,"Bective Mill House Bective Mill House Old Mill, Navan Ireland",5,3,4,14,51,2,30,79,,,201,200,,,,,80,4.5,72 reviews,53.656849,-6.678985
Railway Country House,"Railway House Arklow Road, Gorey Y25 E6H3 Ireland",5,3,4,67,35,2,30,71,,,201,204,200,,,,120,5,67 reviews,52.700628,-6.957286
Cill Aodain Court Hotel,"Main Street, Kiltimagh Ireland",5,3,4,67,35,30,40,61,,,201,204,200,,,, Available Upon Request,4.5,214 reviews,53.8502204,-8.9985019
Corcorans Lodge,"Barnadown, Clone Road, Ferns, Enniscorthy Ireland",5,3,4,67,60,84,95,85,79,13,201,200,,,,, Available Upon Request,5,46 reviews,52.507551,-6.572813
Sea Court B&B,"Seacourt Waterford Road, Tramore Ireland",5,3,4,67,60,84,95,94,58,81,201,,,,,,100,5,70 reviews,52.1647,-7.149806
The Ritz,"Chapel Brae, Killybegs Ireland",5,3,4,67,60,84,95,80, Convenience store,13,201,200,,,,,75,4.5,143 reviews,54.6380068,-8.439418
Gregans Castle Hotel,"On the N67, Gragan East, Ballyvaughan H91 CF60 Ireland",5,3,4,67,83,13,99,57,,,201,204,200,,,, Available Upon Request,4.5,621 reviews,53.115585,-9.149571
Kerstins B&B,"Ten Acres, Bealkelly Bealkelly, Killaloe V94 R8WH Ireland",5,3,4,68,8,2,30, Rooftop terrace,,,Landmark view,201,200,,,, Available Upon Request,5,8 reviews,53.258772,-9.102074
Zephyr Lodge,"West End, Bundoran Ireland",5,3,4,66,51,60,84,95,85,79,201,200,,,,, Available Upon Request,5,60 reviews,54.47644,-8.294383
An Grianan Hotel,"An Grianan Hotel 13) Derry to Letterkenny (N, Burt F93 YA0P Ireland",5,3,4,63,61,13,87,99,,,202,201,204,200,,, Available Upon Request,4.5,842 reviews,55.039016,-7.433689
King Sitric,"East Pier, Howth Ireland",5,3,4,51,43,35,2,58,,,203,,,,,,170,4.5,311 reviews,53.3884982,-6.0637908
Coffeys Rivers Edge Guesthouse,Killorglin Ireland,5,3,4,51,45,40,58,13,,,201,200,,,,,100,4.5,178 reviews,52.1061973,-9.7867881
Inishowen Lodge,"Ballyrattan Redcastle, Moville Ireland",5,3,4,51,32,35,30,79,,,201,200,,,,,85,5,201 reviews,55.158612,-7.122924
Royal Spa Hotel,"The Royal Spa Hotel Main Street, Lisdoonvarna Ireland",5,3,4,51,31,58,81,100,,,201,200,,,,,81,4,96 reviews,53.02868075,-9.290095924
The Courtyard B&B Bunratty,"Bunratty Village, Bunratty Ireland",5,3,4,73,58,13, 24-hour check-in,38,,,201,200,,,,,90,5,337 reviews,52.694478,-8.815035
Gullanes Hotel & Conference Centre,"Main Street, Ballinasloe Ireland",5,3,4,2,63,62,13,99,,,201,204,200,,,,89,4.5,203 reviews,53.3307275,-8.2205276
Glenside Hotel,"Dublin Road, Drogheda Ireland",5,3,4,61,65,58, Currency exchange,87,,,202,201,200,,,,139,4,374 reviews,53.7078748,-6.3280361
Lucan Spa Hotel,"Junction 4A N4 Westbound, Lucan K78 W3W7 Ireland",5,3,4,61,65,79,58,87,,,202,201,,,,,119,3.5,445 reviews,52.658587,-8.623521
The Meetings,"Vale of Avoca Avoca, Arklow Y14 VW08 Ireland",5,3,4,72,45,60,84,95, Rooftop terrace,13,201,200,,,,,60,4,133 reviews,52.798714,-6.151395
Vaughans Anchor Inn,"Liscannor Community Centre Main Street, Liscannor Ireland",5,3,4,43,32,2,40,58,,,201,200,,,,,130,4,253 reviews,52.9384957,-9.3905901
Hamlet Court Hotel,"Johnstownbridge, Enfield Ireland",5,3,4,45,35,63,61,58,,,202,201,204,200,,, Available Upon Request,4.5,508 reviews,53.393252,-6.845396
Raheen House Hotel,"10 Raheen Road, Clonmel E91 AC82 Ireland",5,3,4,45,35,2,65,62,,,202,201,204,200,,,145,4.5,162 reviews,52.347655,-7.708046
Naomh Colman Bed & Breakfast,"Kilmacduagh, Gort Ireland",5,3,4,45,2,58,13,57,,,201,200,,,,,85,5,81 reviews,53.068269,-8.821343
Innishannon House Hotel,Innishannon T12 PH96 Ireland,5,3,4,45,2,65,62,13,,,201,204,200,,,, Available Upon Request,4,162 reviews,51.7654182,-8.6578489
Killyon Guest House,"Killyon Guesthouse Dublin Road, Navan Ireland",5,3,4,45,30,58,47,57,,,Unknown,,,,,,80,4,135 reviews,53.656849,-6.678985
College Hill House,"Braystown, Slane Ireland",5,3,4,36,35,65,94,58,,,202,201,204,200,,,158,5,166 reviews,53.713528,-6.53815
Moville Boutique Hostel,"Malin Road, Moville F93 DE27 Ireland",5,3,4,36,75,60,84,95, Indoor play area for children,30,201,200,,,,, Available Upon Request,5,239 reviews,55.191281,-7.041766
Connollys Guesthouse,"Doohamlet, Castleblayney Ireland",5,3,4,36,45,2,61,65,,,201,204,200,,,,90,5,22 reviews,54.120042,-6.747373
Mills Inn,"Ballyvourney, Macroom Ireland",5,3,4,36,32,69,79,58,,,202,201,200,,,,100,4.5,262 reviews,51.9455757,-9.170658
The Ring Farmhouse,"The Ring Birr, Birr Ireland",5,3,4,8,35,2,79,58,,,201,200,,,,,75,4.5,25 reviews,53.08097375,-7.869968891
Charlottes Way B&B,"The Hill, Banagher Ireland",5,3,4,8,35,2,13,89,,,Unknown,,,,,, Available Upon Request,5,41 reviews,54.37681475,-7.7035952
Cloneen Bed & Breakfast,"Cloneen Love Lane, Tramore Ireland",5,3,4,8,58,13,87,38,,,201,200,,,,, Available Upon Request,4.5,224 reviews,52.1647,-7.149806
Ard na Greine Bed & Breakfast Ballylickey,"Dromdubh East, Ballylickey, Bantry Ireland",5,3,4,8,51,35,60,84,95,13,201,200,,,,, Available Upon Request,5,3 reviews,51.676542,-9.440919
Rosemount,"Rosemount Dublin Road, Dundalk Ireland",5,3,4,8,72,58,13,57,,,201,,,,,,90,4.5,62 reviews,53.980877,-6.394433
Percy French Hotel,"Percy French Hotel Bridge Street, Strokestown Ireland",5,3,4,8,44,35,2,62,,,201,,,,,, Available Upon Request,4,109 reviews,53.774149,-8.103352
Bunratty Heights Bed and Breakfast,"Low Road Co. Clare, Bunratty Ireland",5,3,4,8,32,35,58,13,,,201,200,,,,, Available Upon Request,4.5,66 reviews,52.698429,-8.8112956
Woodenbridge Hotel & Lodge,"Vale of avoca, Arklow Y14 XT95 Ireland",5,3,4,8,32,2,69,61,,,202,201,204,,,,78,4,"1,185 reviews",52.798714,-6.151395
The Gateway Hotel Swinford,"Gateway Hotel Main Street County Mayo, Ireland, Swinford F12 K7F4 Ireland",5,3,4,8,32,97,35,73,,,201,200,,,,,115,4,199 reviews,53.421907,-9.300305
Doire Liath,"Newtown, Bantry Ireland",5,3,4,8,32,13,47,57,,,Unknown,,,,,, Available Upon Request,4.5,89 reviews,51.6889187,-9.444654086
Teltown House B&B,"Teltown, Navan Ireland",5,3,4,8,32,30,79,58,,,201,200,,,,, Available Upon Request,5,89 reviews,53.6983496,-6.8414217
Riverbend Lodge B & B,"Clifden Rd, N59, Claremount, Oughterard H91 XC3C Ireland",5,3,4,8,32,30,79,13,,,Mountain view,201,,,,, Available Upon Request,5,3 reviews,53.427585,-9.324626
Palmgrove Bed & Breakfast,"Palm Grove Palm Grove Palm Grove Tarbert Rd, Listowel V31 WR94 Ireland",5,3,4,8,33,2,58,13,,,201,,,,,, Available Upon Request,4.5,17 reviews,52.57278,-9.37528
The Ballesteros Penthouse Apartments,"The Heritage Golf Resort The Heritage Resort, Killenard, Killenard Ireland",5,3,4,8,31,2,65,62,,,201,204,200,,,, Available Upon Request,4.5,13 reviews,53.132656,-7.149534
Coolcower House,Macroom P12 E135 Ireland,5,3,4,8,31,62,13,89,,,201,204,200,,,,96,4.5,31 reviews,51.902588,-8.946912
Currarevagh House,"Glann Road, Oughterard Ireland",5,3,4,32,75,58,13,87,,,201,200,,,,, Available Upon Request,5,353 reviews,53.4351483,-9.3244784
Murphys Hotel,"Dwyer Square, Tinahely Ireland",5,3,4,32,75,2,65,62,,,201,204,,,,,103,4,47 reviews,52.7992919,-6.4639684
Wild Atlantic Lodge B&B,"Cregg 12, Lahinch V95 Y7C3 Ireland",5,3,4,32,67,60,84,95,85,58,203,201,200,,,,80,5,172 reviews,53.7,-9.81667
Brook Lodge B&B,"Derries, Glenties Ireland",5,3,4,32,67,13,89,87,,,201,204,200,,,, Available Upon Request,5,27 reviews,54.7765995,-8.291028806
Lissadrone B & B,"Lissadrone Lios idir Abhainn, Carrowmore-Lacken, Killala F26 EC97 Ireland",5,3,4,32,45,35,60,84,95,30,201,200,,,,, Available Upon Request,5,43 reviews,52.811523,-8.434841
Meadowfield Bed and Breakfast,"Galway Road, Ballyvaughan Ireland",5,3,4,32,45,58,13,87,,,201,,,,,, Available Upon Request,4.5,60 reviews,53.114967,-9.149776
Glebe Country House,"Glebe Country House Glebe Country House Glebe Country House Balinadee Near Kinsale, Bandon Ireland",5,3,4,32,33,35,30,13,,,201,,,,,, Available Upon Request,4.5,55 reviews,51.743946,-8.73678
Springfort Hall Country House Hotel,"Doneraile Road, Mallow Ireland",5,3,4,32,33,35,28,61,,,202,201,204,200,,,85,4,529 reviews,52.22110815,-8.584542018
Slidala Bed & Breakfast,"Dublin Road, Roscrea E53 PD68 Ireland",5,3,4,32,33,58,13,87,,,Unknown,,,,,, Available Upon Request,5,117 reviews,52.845673,-6.91193
Down Yonder Luxury Bed & Breakfast,Rosses Point Ireland,5,3,4,32,33,2,13,47,,,201,200,,,,,140,5,229 reviews,54.305943,-8.5589438
Cooneys Hotel,"Cooneys Hotel Main Street, Ballymahon Ireland",5,3,4,32,33,69,63,61,,,201,200,,,,, Available Upon Request,4.5,200 reviews,53.565711,-7.766663
Bethel Guesthouse,"Ownahincha, Rosscarbery Ireland",5,3,4,32,33,13,47,87,,,203,201,,,,,90,4.5,138 reviews,51.56644435,-9.00075674
Wild Honey Inn,"Kincora Road, Lisdoonvarna V95 P234 Ireland",5,3,4,32,33,13,47,57,,,201,,,,,, Available Upon Request,4.5,291 reviews,53.361008,-6.183497
Elements Guest House,"Elements Kilfenora Road, Lisdoonvarna Ireland",5,3,4,32,33,30,58,13,,,201,200,,,,,95,5,97 reviews,53.03278,-9.28833
Kinvara Guesthouse,"The Square, Kinvara Ireland",5,3,4,32,13,47,87,99,,,201,200,,,,,100,4.5,465 reviews,53.14628215,-6.06676085
Newgrange Hotel,"Bridge St., Navan Ireland",5,3,4,33,44,35,63,61,,,202,201,204,200,,,94,4,854 reviews,53.6512007,-6.6824085
Ma Dwyers Guest House,"Dublin Road, Navan Ireland",5,3,4,33,45,85,58,13,,,201,200,,,,,90,4.5,330 reviews,53.656849,-6.678985
Castle Arch Hotel,"Summerhill Road, Trim Ireland",5,3,4,33,45,61,65,58,,,202,201,204,200,,, Available Upon Request,4,527 reviews,53.5514772,-6.7938882
Bunratty Castle Mews,"Low Road, Bunratty Ireland",5,3,4,33,91,58,13,38,,,201,200,,,,,80,4.5,385 reviews,52.698429,-8.8112956
